,item,rate,num_rate,num_sold,price
1301,NBA黑曼巴Kobe高彈男速幹衣運動打底衫健身男秋修身長袖短袖跑步籃球緊身衣,5,7,23,$199.00
1302,鬼爪 长T 长袖 圓領 T恤 機車 賽車服 透氣 騎士 極限 AGV 赛车服 排汗 速乾Monster Energy,5,6,9,$280.00
1303,CPMAX 韓版修身長袖男襯衫 男襯衫 男上衣 襯衫 長袖襯衫 格子襯衫 素面襯衫 條紋襯衫【B29】,4.8,84,197,$188 - $199
1304,📣🌟【低價促銷】男新款長袖牛津仿襯衫👑 小清新純色襯衫 港風休閒男外套日系襯衣 修身襯衫 韓版襯衫 帥氣襯衫,5,10,24,$269.00
1305,磨毛格子襯衫 格子外套 男 格紋 長版 襯衫 韓版 襯衫外套 防曬 大尺碼 大尺寸 長版襯衫 長襯衫 男襯衫 格紋襯衫,4.3,6,17,$218.00
1306,CPMAX 淺色牛仔長袖襯衫 男襯衫 牛仔襯衫 長袖襯衫 率性跳色鈕釦 修身顯瘦 都市水洗襯衫【B27】,4.8,38,79,$277.00
1307,【五色可選】2020新款秋季薄款夾克外套 青年男外套合身 棒球領機車外套 PU單色皮衣 防風外套 潮男必備 長袖外套,5,6,7,$250.00
1308,現貨***003韓版長袖泳裝情侶長袖泳衣長褲套裝男三件組女裙式四件組浮潛泳衣衝浪泳衣水母衣防晒泳衣,4.8,5,17,$590.00
1309,2019秋冬季新款長袖毛衣新款冬季男生毛衣男高領 素色長袖毛衣 針織上衣 毛衣針織打底衫 修身毛衣 圓領針織衫男毛衣,4.6,804,"2,342",$189.00
1310,CRAFT瑞典 長袖圓領排汗衣 全天候系列 1906600 ☆‧°小荳の窩 °‧☆㊣,5,2,3,$900.00
1311,【轉角1892】A&F 男款純棉質素面刺繡麋鹿Logo圖案翻領男長袖POLO衫 AF Hollister HCO,5,16,30,$699.00
1312,【現貨】日系正韓圓領襯衫棉麻長袖襯衫男港風簡約小清新純色白襯衫日系文藝男女圓領襯衣韓版潮立領寬松長袖襯衫男生衣著,4.7,20,62,$194.00
1313,男生長袖 M-3XL 純色打底T恤 薄款修身男士 韓版加大碼打底衫 圓領男上衣素色男裝上衣 青少年T恤汗衫,5,44,221,$69.00
1314,男夏季男士日系工裝夾克韓版男裝潮流外套長袖休閒夾克,4.6,29,65,$298.00
1315,新款上市 運動外套長袖外套男 韓版情侶外套 潮流條紋連帽外套 大碼防風防寒夾克外穿 素色學院風學生外套秋冬保暖集體班服,4.9,7,10,$296.00
1316,現貨***002韓版長袖泳裝情侶長袖泳衣長褲套裝男三件組女四件組浮潛泳衣衝浪泳衣水母衣防晒泳衣,4.8,16,23,$590.00
1317,【六色入 M-4XL】夏秋現貨男士襯衫 男條紋立領長袖 百搭中袖 寬鬆學生韓版潮潮流 超值優惠 帥氣百搭 多色短袖襯衫,5,9,23,$240.00
1318,[現貨]MAMMUT Sertig Longsleeve 男《石墨灰》/1016-00020-0129/長袖圓領,5,1,1,"$2,410.00"
1319,男士條紋長袖襯衫修身顯瘦青少年 ▲男生襯衣薄款外套 夏季新款韓國時尚條紋寬鬆休閒大碼襯衫男 規格請看圖片左上角,4.7,205,552,$158.00
1320,男生長版襯衫 簡約休閑時尚大碼寬松襯衫防曬衣男夏季薄中長款外套潮流ins衣服青少年連帽情侶裝格子襯衫,4.3,4,10,$554.00
1321,蝦皮優選【小宅男】港仔風長袖襯衫 細條紋襯衫 修身顯瘦男襯衫 韓版襯衫 2018時尚條紋上衣 男生衣著 復古襯衫 直條紋翻領襯衫,4.5,6,22,$298.00
1322,蝦皮優選【小宅男】韓版風牛仔外套 男牛仔夾克 長袖修身牛仔衫 男牛仔上衣 青春流行 帥氣百搭 大量現貨丹寧外套 薄外套 男生衣著,5,8,18,$559.00
1323,韓國潛水服女分體情侶套裝水母衣沖浪浮潛服男防曬游泳衣長袖,4.9,40,105,$480 - $496
1324,蝦皮優選《表演造型碎花襯衫》印花襯衫長袖上衣男 夜店襯衫韓版修身襯衫 圖案長袖襯衫 休閒襯衫外套 男襯衫男上衣「韓瘋之子」,5,4,6,$388.00
1325,附發票★警備總部★警察/民防/義警 短袖/長袖 免燙襯衫(男襯衫),4.9,11,23,$300.00
1326,【101原創】英式 牛津 長袖 襯衫 (男) 單寧藍 7724003,5,8,12,$495.00
1327,【101原創】英式 牛津 長袖 襯衫 (男) 丈青 7724002,5,10,19,$495.00
1328,【101原創】英式 牛津 長袖 襯衫 (男) 黑 7724001,5,3,7,$495.00
1329,✨台灣快速出貨✨新款高端韓版拉鍊潛水服男戶外滑水分體長袖衝浪服防曬泳衣浮潛水母衣*艷泳服,5,14,27,"$350 - $1,280"
1330,✨現貨當天發✨男生緊身衣3d蜘蛛俠線條款無限戰爭上衣復仇者聯盟健身塑形運動t大尺碼長袖T恤男超贊排汗衫,4.7,7,9,$167.00
1331,✨現貨不用等✨新款 蜘蛛俠 緊身衣 3d滿版 無限上衣 復仇者聯盟 健身 運動 修身 大尺碼 長袖 T恤男 速乾衣,4.6,5,14,$169.00
1332,📣📣 衝評價📣📣 PLAYBOY 花花公子秋季男士長袖T恤潮流男莊圓領半袖韓版假兩件上衣服開衫 現貨,5,1,2,$550.00
1333,台灣現貨寄出．可自取-新款潛水衣女水母衣5件套男3件套防曬浮潛長袖泳衣分體速乾套裝情侶沙灘衝浪服-YVONNE,4.9,14,24,$798.00
1334,花花公子絲光棉襯衫男長袖免燙春秋薄款純色修身襯衣青年黑色寸衫,5,2,2,$345.00
1335,【十里鋪制服】夏季透氣廚師工作服男長袖餐飲食堂后廚房工衣薄款夏裝廚師服短袖,3.5,2,28,$250 - $360
1336,新款韓版格子襯衫 長袖襯衫男 長版襯衫 大碼寬鬆港仔風長版衣服 棉襯衫襯衫外套 格紋襯衫正韓上衣古著日系原宿風高磅數襯衣,5,14,35,$288.00
1337,【現貨24H】梨卡 - 情侶款多穿法[男+女]顯瘦長袖外套防曬三件式+男款長袖外套二件式衝浪衣潛水服CR367,5,4,10,$620 - $807
1338,【現貨】春裝新款 男士襯衣 長袖襯衫 翻領襯衣 修身襯衣  男襯衫 方領襯衫  條紋襯衫  休閑襯衫 外套個性韓系 簡約,5,1,5,$273.00
1339,蝦皮優選《商務雅痞白襯衫》韓版長袖襯衫 純色素面長袖上衣 素色休閒襯衫 男襯衫男上衣 團體工作服 舞台表演襯衫「韓瘋之子」,4.8,6,17,$299.00
1340,現貨【Paladin】男/女款長袖車褲 :: 黑色基本款,4.8,5,7,$599.00
