,item,rate,num_rate,num_sold,price
82,蝦皮優選✨FoxSexy✨９款睡裙 夏季牛奶絲睡衣女 寬鬆大尺碼 韓版甜美可愛卡通性感短袖 中長款可外穿睡裙 大尺碼家居服睡衣,5,14,63,$60.00
83,蝦皮優選老闆不賣了!優質推薦 V領短袖連身裙 莫代爾 大尺碼 女 上衣 短袖 T恤 洋裝 連衣裙 長版上衣 孕婦裝-杜達女孩,4.9,569,"1,300",$195.00
84,V領交叉一字領短袖上衣女韓版,4.8,495,"1,567",$99.00
85,[新品搶先]短袖襯衫 新款韓版印花貓咪花襯衫女,4.9,70,204,$140.00
86,[新品搶先] 夏季韓版寬松短袖襯衫女百搭純色設計感小眾洋氣港風上衣,4.9,87,258,$179.00
87,限時下殺 夏季性感睡裙 睡裙 短袖睡裙女 夏季睡裙 短袖睡裙 睡衣 短袖家居服 連衣裙 洋裝 大尺碼孕婦裙大尺碼短袖睡衣,4.8,97,321,$99.00
88,襯衫 短袖襯衫 襯衣 女生襯衫 格子襯衫 百搭 簡約 夏季新款韓版簡約百搭格子襯衫女網紅同款寬松顯瘦短袖上衣 女生衣著,4.9,203,498,$129.00
89,蝦皮優選【平價搶購】✨FoxSexy✨夏季牛奶絲睡衣女 寬鬆大尺碼 韓版甜美可愛卡通短袖 中長款可外穿睡裙 大尺碼家居服,5,11,60,$60.00
90,50款可選【送布袋】韓版長裙/套裝/吊帶睡裙 大尺碼 睡衣 布袋睡裙 女夏季短袖寬鬆學生家居服薄款睡衣女可愛卡通連衣裙,4.9,43,173,$128 - $160
91,韓國Kakao芝麻街小黄鸭夏季韩版纯棉睡衣女短袖短裤甜美可爱学生可外穿家居服套装两件套,4.9,43,199,$215.00
92,女生T恤 長袖T恤 T恤裙 原宿風女裝半截袖韓版寬松t恤女學生夏季新款潮百搭ins短袖上衣女,4.8,188,435,$81 - $124
93,【HOT 本舖】夏季襯衫 女 短袖 西裝領 雪紡襯衫 純色 韓版 寬版顯瘦 氣質穿搭 時尚百搭 淑女必備 女生上衣,5,45,126,$159.00
94,💕My Girlhood 💕含棉夏季網紅t恤女ins超火寬松貓和老鼠印花短袖潮港風打底衫上衣,5,24,82,$199.00
95,【限時下殺】情侣装短袖女夏季韩版ins宽松学院风可爱男学生上衣班服,4.8,28,128,$221.00
96,蝦皮優選純色素面針織衫簡約短袖修身針織打底t恤女上衣【B1042】,4.8,87,337,$99.00
97,現貨批發價免運夏天新款韓版大尺碼條紋襯衫女短袖上衣寬松顯瘦休閑襯衣,4.8,486,"1,081",$124.00
98,現貨 卡通短袖 短袖t恤女 短袖上衣 字母 2020新款流行夏季女裝 ins韓版潮bf寬松卡通百搭半袖學生上衣 4色可選,4.8,112,246,$89.00
99,中長款T恤 短袖上衣 素色 簡約 百搭  新款韓版寬鬆中長款純色T恤女百搭簡約純色短袖初春女裝ins潮,4.9,466,"1,379",$123.00
100,⚡限時下殺⚡ 日系小新同款睡衣 幸之助 女春夏季短袖洋裝夏季薄款家居服男ins卡通套裝牛奶絲蠟筆家居服套裝,4.7,46,152,$229 - $319
101,6色可選 t恤 短袖t恤 中性 男友風 夏裝韓版原宿喪系衣服慵懶風寬鬆上衣網紅t恤女短袖ins潮 休閒上衣 女生衣著,4.9,169,451,$139.00
102,溫心日系 💋實拍韓版新款小動物管理員情侶裝夏季T卹女短袖寬鬆上衣班服,4.5,59,267,$98.00
103,【櫻花布丁】現貨 jk制服日系百褶裙套裝女 水手服 jks 襯衫 夏季短裙 日系高腰短裙 學院風襯衫 夏季短裙 jk襯衫,5,28,62,$326.00
104,夏裝韓版新款桔梗裙中長款短袖碎花雪紡連衣裙女 女生度假風海邊小清新短袖洋裝 學生V領氣質荷葉袖長裙 過膝洋裝,4.9,88,196,$190.00
105,台灣製 男女短袖涼感圓領T恤 激膚無感衣,5,277,"1,311",$290.00
106,新款小V領白色純棉T恤短袖春夏上衣桃心領 修身單穿打底 超好穿材質 性感甜美必備 極簡約女上衣 大力推薦款 B17,4.9,240,588,$210.00
107,[免運]短袖T恤 素T好質量棉夏新款韓版v領印花純竹節棉短袖體恤寬松百搭學生T恤女打底衫閨蜜裝 韓系穿搭 韓妞必備基本款,4.8,64,172,$38 - $178
108,[虧本下殺]女裝純色t恤女短袖寬鬆2020新款韓版chic潮夏季純色百搭體恤上衣女生衣著,4.6,76,324,$89.00
109,女生上衣 素色T恤 素色打底衫 2019夏裝新款洋氣打底衫港味內搭網紅短款上衣修身白色T恤女短袖,4.7,166,619,$86 - $92
110,(現貨)DoMiss自訂款-心機胸前交叉綁繩 韓國彈力棉T 短袖上衣 T恤女 鏤空 綁繩 性感 韓貨 T,4.9,291,579,$299.00
111,女無鋼圈免穿胸罩墊罩杯一體Bar-T桖背心短袖半袖瑜伽運動內衣,4.9,139,402,$149.00
112,22479實拍韓系襯衫寬鬆顯瘦個性時尚格子格紋短袖襯衫薄外套女上衣,4.8,"1,843","3,997",$179.00
113,[新品搶先] 襯衫短袖上衣 露肩上衣 壹字肩純色露肩體恤上衣女,4.7,56,195,$115.00
114,【兩件400】Adidas 愛迪達連衣裙 三葉草 女棉質短袖洋裝單色簡約 韓版新款韓版寬鬆顯瘦長袖連衣裙 基本款,4.8,13,66,$212.00
115,蝦皮優選[新品特價]短袖 素t 短袖上衣 短袖T恤 女生短袖 短版短袖 韓版基礎款純色簡約百搭短版短袖學生上衣女 閨蜜裝,4.5,29,143,$69.00
116,蝦皮優選老闆不賣了!泫雅風碎花露肩收腰泡泡袖上衣 法式復古浪漫一字領 心機露鎖骨 女 短袖上衣 碎花上衣 花朵 一字領-杜達女孩,4.7,83,287,$219.00
117,蝦皮優選老闆不賣了!新款 韓版小眾設計款 波點方領短版上衣 泡泡袖 短袖 抽繩繫帶上衣 女 方領上衣 韓版 上衣 短袖-杜達女孩,4.8,310,690,$199.00
118,歐美爆款韓潮流女神時尚英倫學院風搖滾龐克仿舊性感百搭夏季新款日系bf風純色圓領休閒學院印花字母寬鬆T卹女街頭潮牌簡約短袖,4.8,632,"2,347",$59.00
119,現貨春夏新款韓版純色刺绣短袖大學T寬松顯瘦休閑百搭短袖t恤衫女,4.8,66,177,$89.00
120,【HOT 本舖】短袖襯衫 女 日系少女 夏季新款 簡約純色 襯衣 女生上衣 寬版顯瘦 休閒百搭 氣質穿搭 ins超火,4.7,56,126,$199.00
121,短袖T恤 圓領T恤 素T 寬鬆T恤 素色打底衫 【100%純棉】純色t恤女短袖綠色新款寬松大碼上衣服純色ins半袖,4.8,93,303,$99.00
122,虧本超低價 夏季修身純棉百搭T恤短袖女純色上衣 素T白T 韓系休閒上衣圓領上衣韓國百搭打底衫V領純白T恤基礎款短袖T恤女,4.4,325,"1,025",$1 - $38
123,【日韓～現貨】✙夏季睡衣女冰絲短袖短褲學生可愛卡通倆件套可外穿性感大碼家居服,4.9,14,86,$131.00
124,-限時特價-5顆心好評現貨供應～冰絲針織V領短袖t恤女夏裝2020新款韓版套頭薄款打底衫寬松上衣女可愛小仙女短袖上衣,4.5,40,113,$166.00
125,现货网红新款夏季短袖甜美可爱卡通布袋睡衣 女150克牛奶丝两件套 簡約 性感睡衣 家居服  純棉睡衣短袖短褲,5,22,95,$134.00
126,女生睡衣 短袖睡衣 睡衣套裝 睡衣女夏季冰絲短袖學生韓版可愛兩件套裝外穿大碼春夏家居服,4.9,91,262,$154.00
127,（有哺乳口）短袖哺乳裙 大碼哺乳衣 月子服 孕婦睡裙女 哺乳衣 夏季月子春 加肥加大碼睡衣 外出哺乳裙 哺乳睡衣 ds,4.9,127,368,$189 - $359
128,現貨批發價【40-100kg】短袖t恤女純色鏤空V領短袖上衣新款韓版大尺碼T恤百搭 女生衣著 夏季洋氣chic閨蜜裝,4.7,54,164,$64 - $158
129,歐米雅時尚BF日系原宿風歐美爆款美女印花百搭寬鬆英倫學院黑白情侶裝韓版女短袖T恤可愛學生潮流短袖復古紡舊顯瘦,4.8,96,303,$89.00
130,【現貨】春秋夏季 時尚正韓印花T恤上衣女 2020夏季新款短袖情侶裝寬松原宿印花人物大碼卡通T恤女,4.7,581,"2,040",$49 - $99
131,現貨免運  韓國女裝新款縷空蕾絲拼接短袖T恤女短袖女士打底衫夏裝上衣衣服夏季小衫現貨下殺 正韓上衣,4.7,85,175,$99.00
132,[下殺] 襯衫 人头襯衫 西裝領襯衫 短袖襯衫 復古風 修身百搭 韓版復古港風美女印花短袖女翻領襯衫,4.8,53,193,$129.00
133,上衣設計感女小眾心機性感夏裝韓版洋氣短款寬鬆氣質顯瘦chic百搭襯衫,4.8,24,61,$125.00
134,洋裝 S-XL 短袖洋裝 長洋裝 長裙 現貨 赫本長裙洋裝 韓版少女黑氣質顯瘦襯衫連衣裙女 正韓洋裝 現貨 東川家推薦,4.8,"1,643","3,232",$249.00
135,短袖睡衣套裝 睡衣女 夏季睡衣 薄款睡衣 家居服兩件式 夏季睡衣 可外穿家居服 睡衣家居服 套裝 休閒短褲 大尺碼套裝,4.9,26,112,$99.00
136,蝦皮優選💖甜蜜物語💖XL-5XL大碼上衣 寬鬆上衣 顯瘦純色短袖女T恤,5,228,635,$199.00
137,蝦皮優選老闆不賣了!優質棉質六色基礎打底T恤 短袖 女上衣 U領 條紋 修身顯瘦 條紋 T恤 純色素面素色 粉 軍綠-杜達女孩,4.9,"1,108","2,929",$195.00
138,短袖寬鬆t恤女夏裝半袖2020新款洋氣圓領體恤時尚米老鼠上衣ins潮 大學t女生衣著 恆良,4.9,52,129,$99.00
139,韓版v領修身針織上衣女 女生淑女素色可愛小仙女開衫 短款上衣 學生氣質修身單排扣短袖T恤 短袖針織衫 短袖上衣 V領,4.9,107,294,$155.00
140,🌱Comeandbuy🙋莫代爾帶胸墊短袖 春秋夏天吊帶女bra-T寬鬆孕婦可穿 外穿莫代爾胸墊罩杯 一體無鋼圈內衣,4.7,143,635,$108 - $130
141,MovingPeach性感收腰運動上衣女短袖速幹健身房t恤跑步半袖彈力緊身衣速乾衣高彈 ETY,4.9,382,963,$282.00
142,女生套裝 短褲套裝 兩件套 兩件套小清新網紅時尚運動套裝女夏裝新款休閑ins潮短袖上衣短褲,4.9,59,153,$171.00
143,06112 現貨 露背短袖T恤 短版上衣 短袖t卹女夏裝新款百搭韓版後背拉鍊性感上衣,4.9,51,136,$99.00
144,[新品搶先] 吊帶連衣裙 洋裝 歐美2020新款小個子吊帶裹胸連衣裙女森系洋氣收腰顯瘦短款連衣裙,4.6,50,164,$129.00
145,素色短袖襯衫 復古襯衣 新款氣質顯瘦小翻領麻料夏季寬松版襯衣女休閒學院風百搭上衣 女生衣著,4.8,79,185,$168.00
146,蝦皮優選老闆不賣了!含胸墊T恤 超彈莫代爾棉質 罩杯上衣 短袖 braT 夏季短袖T恤 女 免穿內衣 胸墊 瑜珈 上衣-杜達女孩,4.8,309,870,$195.00
147,蝦皮優選修身短袖 短版T恤 短袖上衣 短款 V領 時尚百搭 針織v領修身內搭上衣露臍針織短袖T恤女,4.6,17,66,$69.00
148,GENQUO_圈圈布袖口捲邊休閒連身裙-女,5,74,207,$129.00
149,蝦皮優選老闆不賣了!超柔細螺紋波浪木耳邊一字領 短版t恤 一字領上衣 波浪邊 荷葉邊 卷卷邊 短袖 夏季上衣 t恤 女-杜達女孩,4.6,26,73,$159.00
150,短袖T恤女 韓版棉質長版上衣 簡約字母印花 寬鬆T恤 大碼短袖t恤 中長款T恤女 女生休閒短袖 百搭大學T 女生衣著,4.8,15,57,$63.00
151,夏裝中長款T恤女開叉連衣裙短袖休閑寬松過膝打底小黑長裙子顯瘦,4.9,52,218,$88.00
152,白色短袖印花T恤女夏季2020新款寬鬆韓版時尚洋氣字母上衣服ins潮 大學t女生衣著 恆良,4.7,32,98,$99.00
153,短版 素色 V領 翻領 POLO領 襯衫 襯衣 上衣 衣服 衣著 韓版上衣 V領黑色寬松短款翻領polo衫女可愛 設計感,4.9,60,167,$163.00
154,卡通 印花 可愛 恐龍 短袖 大尺碼 T恤 上衣 衣服 韓版簡約休息小眾設計感情侶裝夏裝短袖T恤女ins潮 可愛T恤,4.8,242,584,$114.00
155,T恤 短袖T恤 短袖上衣 韓版ins女裝顯白短袖圓領上衣百搭休閒撞色純色t恤女,4.9,740,"1,690",$136.00
156,(台灣現貨 黑白兩色)平價短 白襯衫女 OL 短袖白襯衫wcps09,4.9,184,509,$299 - $340
157,蝦皮優選老闆不賣了!莫代爾多色露背交叉圓領t恤 涼感t恤 短袖t恤 小衫寬鬆上衣 短袖上衣 短袖t恤 夏季短袖 女-杜達女孩,4.7,23,72,$169.00
158,時尚套裝女 運動套裝 夏季新款 韓版上衣+不規則高腰闊腿褲 時尚裙褲 韓版兩件套 休閒顯瘦套裝 洋氣顯瘦套裝,4.9,36,76,$128.00
159,短版襯衫 短袖襯衫 夏季新款韓版chic洋氣減齡粉格襯衣女網紅短款時尚顯瘦長袖襯衫,4.8,36,79,$165.00
160,ONE DAY 台灣製 169 排汗衫 吸濕排汗 吸排 運動上衣 涼感衣 T恤 素T 短袖上衣 短T 女短袖T恤,4.9,27,117,$69.00
161,原宿風 短版上衣 露肚臍 短袖t恤 女 韓版 寬鬆 學生 新款 字母上衣 大學T 短袖 上衣 T恤,4.7,23,51,$108.00
162,短袖T恤 短袖超火百搭顯瘦可愛少女糖果色短款t恤 女韓版顯瘦簡約必備純色時尚必備簡約圓領短袖夏季,4.8,22,61,$75.00
163,[618特價] 韓版小心機鏤空短袖針織衫女百搭修身網紅休閑上衣潮,4.7,39,110,$147.00
164,女生上衣 短袖T恤 短款T恤 印花T恤 韓妞必備夏季新款寬松圓領學生短款露臍T恤女韓版顯瘦打底衫短袖上衣,4.8,80,211,$150.00
165,蝦皮優選❤️韓版寬鬆休閒t恤 春夏裝新款女V領短袖T恤時尚白色短袖上衣 短袖t恤-SmallPuzi,5,16,65,$130.00
