,item,rate,num_rate,num_sold,price
113,蝦皮優選『衣點點』時尚新款加大加肥版小熊仙女蕾絲裹胸背心女無鋼圈無縫聚攏上托舒適螺紋內衣 文胸 裹胸,4.9,197,614,$63 - $78
114,蝦皮優選老闆不賣了!超美實拍～三色夏日繞脖露肩上衣 雪紡半高領無袖背心 挖肩 上衣 背心 渡假 扶桑花 削肩 女 上衣-杜達女孩,4.8,461,"1,027",$179.00
115,MOVING PEACH 女運動背心帶胸墊美背大鏤空性感露背運動內衣肩帶內衣正韓背心瑜伽舞蹈訓練上衣 AVM,4.9,29,80,$327.00
116,蝦皮優選老闆不賣了!正反兩穿 吊帶背心 外穿內搭背心 氣質女裝 百搭純色 學生 吊帶小背心 女 細肩帶 無袖背心 露肩-杜達女孩,4.9,282,671,$179.00
117,Nike 耐吉女運動背心 美背瑜伽服 彈力速乾罩衫 圓領無袖上衣 健身服 體操舞蹈訓練 修身塑形 跑步透氣 吸濕排汗,4.9,16,47,$286 - $298
118,【現貨】2020韓版夏季帶胸墊睡裙流行睡衣女背心中長款加大碼家居服女生睡衣睡裙卡通可愛居家休閒薄款可外穿少女連衣睡裙,4.9,9,39,$99.00
119,205【現貨+發票】【 夏日運動必備款  】 背心可調式薄紗運動內衣--bra女防震跑步 聚攏定型薄款美背,5,95,160,$279.00
120,[下殺] 吊帶背心 V領背心 寬鬆 夏季新款韓版小清新百搭無袖格子吊帶背心女外穿打底休閒上衣,4.9,333,846,$137.00
121,27482十色可選 百搭顯瘦無袖小背心打底衫女,4.8,307,697,$119.00
122,【現貨】Movingpeach運動內衣性感細肩帶美背運動內衣女聚攏無鋼圈健身瑜伽背心內衣肩帶內衣運動上衣跑步訓練 IBF,4.9,548,"1,260",$258.00
123,蝦皮優選現貨📣📣限時下殺韓範十一色可選背心夏季女裝寬松外穿無袖吊帶棉麻小背心女百搭鏤空打底女內搭打底衫 小清新顯瘦短板上衣,4.9,97,241,$99.00
124,[買一送一] FP短袖寬鬆落肩素面T恤潮T背心健身運動內衣班服吸汗排汗女男批發印製訂製【26-243】,4.7,308,"1,004",$199.00
125,【限時搶購】短袖套裝 女生短版上衣+女生吊帶背心 女2020新款春季字母印花短款小背心 少女白色短袖T恤兩件套潮,4.6,17,43,$119.00
126,套裝 分開下標 休閒 韓版寬鬆小雛菊黑色無袖馬夾坎肩背心女外穿針織毛衣馬甲潮+燈籠袖素色長袖襯衫兩件式套裝,4.9,57,181,$190 - $243
127,【Silly優品】新款性感防震交叉美背运动文胸女防震聚拢背心式无钢圈瑜伽跑步健身服内衣,5,60,448,$348.00
128,【現貨】實拍韓版新款韓範蕾絲花邊針織背心女親膚舒適素面無袖外穿冰絲打底T恤ins超火修身顯瘦正韓上衣,4.9,186,432,$134.00
129,🌱背心【DBL】現貨小可愛性感細肩帶背心顯瘦修身韓系彈力細肩帶內搭吊帶學生女韓版短款無袖上衣背心內搭簡約【BX009】,4.8,67,445,$24 - $38
130,【現貨】Movingpeach  瑜伽背心帶胸墊女吸汗速幹束腰上衣運動健身服正韓背心短款上衣瑜伽舞蹈上衣 DVY,4.9,263,589,$389.00
131,蝦皮優選老闆不賣了!雪紡吊帶上衣 甜美無袖露肩 木耳邊抹胸收腰 綁帶細肩帶 荷葉邊平口上衣 小可愛 娃娃裝 女吊帶背心-杜達女孩,4.8,555,"1,457",$179.00
132,蝦皮優選抗熱.抗漲.Da Peng 大鵬麻紗 背心 小可愛 竹紗 涼衣褲 居家 超涼爽透氣.女無袖 內套 內衣 涼爽透氣吸汗,5,51,187,$150.00
133,[新品搶鮮]網紅爆款夏季無肩帶抹胸背心 褶皺打底吊帶背心女 時尚純色內搭棉質螺紋裹胸背心🍥Yesgirls🍓,5,6,40,$79.00
134,襯衫 長袖襯衫 初秋女上衣輕熟韓版2019新款設計感燈籠長袖襯衫網紅襯衣鉤花背心,4.8,167,650,$109 - $166
135,大尺碼 大碼 吊帶 抹胸 裹胸 內衣 大罩杯 爆乳 胖mm 小可愛 加大碼螺紋吊帶背心胖mm抹胸帶胸墊無鋼圈運動文胸女,4.9,108,275,$128.00
136,蝦皮優選無袖背心 超讚CP值套裝 韓國最夯泫雅風彩色珠片吊帶小背心+超仙女百搭紗紗泡泡袖襯衫套裝分開下標 正韓上衣 背心女,4.8,80,305,$165.00
