,item,rate,num_rate,num_sold,price
87,蝦皮優選針織衫 冰絲薄款針織衫 針織開衫 短版上衣 韓版網紅百搭毛衣外搭bm開衫小款外套女薄款冰絲針織短款修身上衣,5.0,5,22,$109
88,【拾魅】實拍4色寬松大碼空調衫女罩衫 防曬衫 針織開衫 外搭薄款外套 慵懶隨意百搭沙灘防曬針織衫 大碼衣著 針織防曬衣女,4.8,43,119,$163
89,襯衫 短袖襯衫 古著 正韓ins超火個性時尚百搭女寬鬆慵懶風開衫外套復古花襯衣 女生衣著 男友風,4.8,40,111,$209
90,高品質 Adidas 愛迪達外套女 寬鬆 拉鏈 連帽防風外套 百搭 運動休閒防曬衣 運動夾克外套 風衣 薄款外套,4.9,12,30,$599
91,西裝 小西裝 閨蜜裝 2件套裝 韓版休閑氣質顯瘦西裝外套女英倫風小西裝女裝新款翻袖氣質西裝套裝休閒,4.9,44,85,$701
92,蝦皮優選限時下殺！牛仔外套【現貨】S~XL白色牛仔外套女春秋韓版學生bf原宿寬鬆短款拼接上衣潮寬鬆 短款外套 牛仔外套,4.9,98,216,$399
93,【限時下殺】【四季可穿】牛仔襯衫女長袖寬松中長款大碼春裝打底衫女襯衣外套,5.0,3,19,$256
94,[免運]短袖西裝外套 237320韓版寬鬆百搭素色短袖上衣薄款外套女,5.0,11,32,$249
95,學生外套女 連帽外套 2019春秋新款韓版潮流學院風印花寬松bf百搭長袖薄外套 開衫上衣 C4711,4.6,28,69,$168
96,☋□防曬服男超薄透氣外套輕薄冰絲防曬衫夏季釣魚戶外防曬衣女薄,4.8,28,39,$377
97,蝦皮優選棒球服S-2XL【現貨】👗👗原宿bf港風棒球服 韓版學生春秋外套女寬鬆百搭新款潮薄款情侶寬鬆防風外套 韓妞必備,4.9,910,"2,261",$298
98,長袖連帽防曬外套E321-01抗uv女防曬衣服.防曬衫沙灘防晒衫.薄外套袖套遮陽衣.騎車皮膚衣空調罩衫.口罩式抗撕裂開衫,4.7,214,466,$349
99,衛衣 外套 開衫 懶風衛衣女寬松拉鏈外套秋裝新款原宿風開衫學生百搭上衣,4.8,118,282,$154
100,外套 薄外套 格子外套 韓版洋氣拼色格子襯衫女網紅同款寬鬆百搭長袖防曬衣,4.9,110,232,$254
101,【日韓現貨】夏季鏤空五分袖防曬衣針織開衫女喇叭袖薄款披肩小外套空調衫短款,4.8,8,34,$141
102,暗黑系 男友風 中性 古著 背心 馬甲 韓版寬鬆bf百搭學院風外穿工裝馬甲背心女無袖坎肩馬夾外套,4.9,74,202,$313
103,UV100 防曬 抗UV-涼感經典連帽口罩外套-女 - 暗夜黑【AA91063】,5.0,62,98,$999
104,春季韓版網紅氣質會所快手紅人同款立領外套女社會寬松夾克學生春,5.0,3,21,$51 - $91
105,女生外套 針織外套 薄外套夏季薄款慵懶風開衫2019新款韓版學生chic寬松針織衫外套女防曬衣,4.9,69,144,$123 - $164
