,item,rate,num_rate,num_sold,price
87,[2件折30] 牛仔短褲 春夏新款熱賣翻領口袋牛仔短褲時尚牛仔學院風女寬松顯瘦牛仔短褲,4.7,992,"2,839",$123.00
88,夏季冰絲安全褲 三分防走光女短褲 莫代爾蕾絲花邊打底褲防走光透氣排汗,4.8,10,48,$9.00
89,WG SHOP現貨 短褲女 運動短褲 休閒短褲 高腰沙灘短褲運動跑步瑜伽短褲,4.6,46,154,$69.00
90,台灣現貨 WP017 棉褲 女奶絲 運動熱褲 馬褲 舒適 透氣 貼身褲 高彈力 性感 跑步 速乾 真理褲  焦點服飾,4.8,61,258,$39 - $49
91,【日韓～現貨】✙夏季睡衣女冰絲短袖短褲學生可愛卡通倆件套可外穿性感大碼家居服,4.9,14,86,$131.00
92,【限時下殺】簡約丹寧牛仔短褲牛仔短褲女百搭牛仔褲女2020春夏季新款破洞韓版修身顯瘦卷邊熱褲顯瘦女生牛仔褲 韓妞必備 閨,4.7,61,117,$122 - $159
93,现货网红新款夏季短袖甜美可爱卡通布袋睡衣 女150克牛奶丝两件套 簡約 性感睡衣 家居服  純棉睡衣短袖短褲,5,22,95,$134.00
94,蝦皮優選【優質現貨】5色可選 正韓套裝 春夏季三件式套裝潮 網紅白色運動外套女+背心+短褲 港味三件套 休閒居家服,4.9,16,72,$295.00
95,新款韓妞必備高腰牛仔短褲 牛仔短褲 女生短褲  寬松牛仔短褲 百搭女生熱褲 性感短褲女,5,47,123,$35 - $129
96,(現貨)DoMiss褲頭不規則兩粒釦牛仔短褲-2色 推薦必收 牛仔褲 褲子女 短褲,5,57,155,$390.00
97,【HOT 本舖】韓妞必備 牛仔短褲 破順牛仔 女 褲子 夏季新款 闊腿褲 a字版型 學院風 高腰顯腿長潮流時尚 休閒百搭,4.7,35,97,$159.00
98,(現貨)DoMiss清爽夏日牛仔吊帶褲兩件套 單寧牛仔 吊帶褲 背帶褲 褲子女 短褲,4.9,441,"1,043",$139 - $420
99,蝦皮優選皮可小舖☆3分短褲棉麻紗抽繩綁帶~大碼韓版綿麻紗彈性3分褲棉麻短褲   有口帶 加大款 女短褲 短褲 麻紗褲 很顯瘦,4.9,68,163,$100.00
100,刺繡印花 牛仔短褲 夏季小雛菊印花 韓版寬鬆顯瘦熱褲 高腰休閒短褲女,5,3,51,$278.00
101,腳開叉牛仔短褲 短褲 高腰褲 新款韓版水洗做舊直筒牛仔短褲女百搭顯瘦A字闊腿褲子 女生衣著,4.9,40,108,$179.00
102,短袖睡衣套裝 睡衣女 夏季睡衣 薄款睡衣 家居服兩件式 夏季睡衣 可外穿家居服 睡衣家居服 套裝 休閒短褲 大尺碼套裝,4.9,26,112,$99.00
103,蝦皮優選【免運】MIT排汗五分運動短褲 籃球慢跑褲排汗速乾涼感 男女適用 台灣製 0125 高森,4.9,109,295,$150 - $200
104,Movingpeach  運動中長褲休閒五分中褲健身褲彈力瑜伽褲高腰運動短褲女外穿訓練跑步提臀褲緊身褲打底壓縮褲 DCP,4.9,219,469,$318.00
105,[嬌戀主角]S-2XL優質現貨 牛仔短褲 闊腿褲 短褲女 新款高腰毛邊牛仔短褲 韓版寬鬆顯瘦闊腿熱褲顯瘦女生牛仔褲子,4.8,692,"1,820",$125.00
106,【短褲+內搭褲】男士緊身打底褲速乾韓版運動籃球夏秋季嘻哈兩件套潮健身跑步女,4.9,233,707,$188 - $270
107,蝦皮優選老闆不賣了!2020新款 超顯瘦韓版高腰運動短褲 運動短褲 熱褲 純色短褲 棉質運動短褲 學生 女 休閒短褲-杜達女孩,4.8,59,187,$169.00
108,【現貨下殺款】2020夏季薄款韓版運動短褲女三分跑步褲寬松休閑超短褲熱褲外穿沙灘褲 女裝,4.6,113,326,$69.00
109,現貨 快速出貨 新款韓版五分袖連帽休閒運動套裝女 時尚寬鬆短褲 兩件套潮,4.7,813,"2,265",$109.00
110,女生套裝 短褲套裝 兩件套 兩件套小清新網紅時尚運動套裝女夏裝新款休閑ins潮短袖上衣短褲,4.9,59,153,$171.00
111,蝦皮優選冰絲無痕防走光安全褲女夏季薄款大碼蕾絲打底保險短褲可內外穿,4.8,97,612,$25.00
112,📣📣現貨✨大碼短褲✨闊腿褲 高腰A字短褲女大碼寬鬆顯瘦熱褲西裝休閑褲高腰白色女寬鬆百搭闊腿短褲子,4.8,86,210,$99.00
113,美宅收腹提臀莫代爾內褲女中腰少女純棉襠無痕平角女生内褲大碼女士透氣抗菌四角大碼短褲,4.6,14,199,$19.00
114,七分袖格子小西裝薄外套闊腿短褲兩件套女時尚 兩件式套裝 格子西裝套裝女氣質寬松棉麻小香風西服短褲🍥Yesgirls🍓,4.7,62,164,$249.00
115,[免運]運動短褲 夏季新款松緊舒適韓版 撞色字母印花短褲休閑百搭 運動褲運動跑步短褲女,4.8,312,645,$119.00
116,b1現貨歐美復古百搭性感彩色運動褲包臀休閒顯瘦彈力修身熱褲沙灘純棉瑜珈短褲練舞表演跑步運動短褲女多色沙灘高腰居家睡褲套裝,4.9,592,"1,448",$189.00
117,蝦皮優選老闆不賣了!爆好看復古做舊水洗牛仔短褲 顯瘦排扣牛仔短褲 高腰短褲 牛仔褲 刷破毛邊 短褲 夏季 女 熱褲-杜達女孩,4.9,24,73,$299.00
118,【兩條170】全網最低價 現貨 adidas愛迪達新款女运动短裤速干透气 宽松跑步短裤 居家 健身瑜伽裤女款健身必備,4.8,48,284,$99.00
