,item,rate,num_product,num_sold,price
38,NIKE 女 長袖套裝 休閒 運動 健身 棉質連帽上衣+修身直筒長褲 撞色抽繩邊線 俐落剪裁 棉質親膚 輕鬆穿搭,2034,2290,418,"$1,050"
39,GF 長褲 韓版顯瘦單寧鬆緊彈性腰圍 鉛筆褲 窄管褲 小腳褲 女生牛仔褲 牛仔長褲【K07133】,40123,151,406,$228
40,BANG T3◎寬鬆顯瘦哈倫褲 小腳褲 百搭款 西裝褲 長褲 寬鬆 休閒褲 韓版 大尺碼 女生 哈倫褲【GP01】,19743,1102,390,$250
41,【ZITA嚴選】A010 運動內衣 女背心式無鋼圈薄款跑步防震瑜伽睡眠胸罩內搭褲 籃球 自行車 緊身長褲,6087,239,389,$299
42,●BANG●韓版緊身褲 運動長褲 壓力褲 韻律褲 夜跑 健身 慢跑 束褲 內搭褲 女生 緊身褲【B402】,19931,1115,382,$399
43,【今日下殺】2018秋冬裝韓版寬鬆抓絨運動褲女小腳長褲顯瘦衛褲休閒哈倫褲口袋,4246,171,374,$149
44,現貨 限時特賣 只有100條 女生 運動褲 九分褲 內搭褲 顯瘦褲 瑜珈褲 跑步 健身 長褲 愛迪達 LEGGING,3021,306,355,$99
45,★韓之谷★現貨＜彈力運動褲＞顯瘦鬆緊褲 素面休閒褲 黑色小腳褲 素色束腳褲束口褲男 彈性棉褲男運動長褲 情侶男女褲 黑褲,8646,471,354,$299
46,童樂會 百搭女童裝糖果色七分褲 九分褲 長褲 兒童打底褲 童褲 兒童內搭褲 馬褲 超低價現貨,9941,887,332,$65
47,BANG◎鬆緊寬褲 寬褲 休閒褲 西裝褲 女九分褲 挺版寬褲 高腰 9分休閒褲 顯瘦長褲 女生【GP04】,19942,1113,325,$169
48,≡排汗專家≡【06360348】INSTAR 男女蛻變緊身長褲(台灣製 慢跑 路跑 內搭褲 束褲 ,35121,2469,319,$390
49,≡排汗專家≡【06360327】INSTAR PRO 台灣製造 男女緊身長褲(緊身褲 內搭 同Nike Pro版型,35126,2445,310,$199
50,【潮時空】愛迪達 Adidas運動褲 休閑長褲 褲子 棉褲 運動長褲 縮口褲 慢跑褲 休閒褲 男女款休閒長褲,216,256,291,$399
51,≡排汗專家≡【06360285】INSTAR 起點 男女緊身長褲(台灣製 緊身褲 慢跑 路跑 內搭褲 束褲 ,35180,2409,286,$349
52,【復古回溫！限時特賣！】復古三條線長褲 三線褲 黑白三線運動褲 束口褲棉褲縮口褲非艾迪達運動長褲潮男女K26-089,7246,166,284,$450
53,現貨 韓版女 假兩件式 運動褲 瑜珈褲 運動緊身長褲 緊身褲壓力褲跑步褲 瑜伽健身褲 瑜珈韻律褲 顯瘦 九分褲 運動褲裙,2942,41,284,$198
54,▲韓瘋塔▲現貨 舞台表演褲純色素面褲 韓版休閒褲男 專業工作長褲 直筒窄管褲男 鉛筆小腳褲 黑褲白褲 男女褲 EXO同款,6315,476,271,$258
55,買一送一 戶外速乾褲防刮翹臀褲男運動修身快乾防刮褲女彈力翹臀長褲夏季輕薄款透氣拼色登山褲,2233,21,256,$899
56,現貨 女款假兩件運動褲 假兩件式運動長褲 彈力顯瘦緊身褲 內搭褲運動健身褲 褲裙款 韓國同款 瑜珈褲 瑜伽褲壓力褲打底褲,3004,41,253,$199
57,≡排汗專家≡【06360285】INSTAR 起點 男女緊身長褲(台灣製 慢跑 路跑緊身褲 籃球內搭褲 ,35180,2413,252,$349
58,★熊大賣場★品質優良運動緊身褲(緊身長褲 籃球束褲 足球自行車 排汗褲 路跑 運動褲球褲運動長褲 女生緊身褲)【A05】,12724,758,241,$299
59,實拍 Adidas 愛迪達長褲 三葉草 運動褲 長褲 運動長褲 慢跑褲 束腳褲子 學生褲 經典男女 情侶款1966,938,393,234,$590
60,〈天使城市〉台灣製 多款多色 男女厚刷毛褲休閒褲束口褲運動褲棉褲雙口袋褲九分褲長褲造型褲普碼中大尺碼 男女運動褲,1481,79,232,"$9,189"
