,item,rate,num_product,num_sold,price
77,【C.a生活小舖】『三槍牌』精典時尚型男雙層純棉U領長袖衛生衣~保暖衣/衛生衣,8409,556,440,$200.00
78,★現貨.附發票★Gildan 88000 大學T 男女尺吋 鋪棉 內刷毛 保暖衣 秋冬 素T 長袖 保暖 發熱衣 長素T,3523,27,426,$219 - $279
79,台灣現貨 男長T 男大學t 長袖t恤 韓版長T 長袖上衣 打底 帽T 韓版T 歐美T 長袖t T恤 簡約T 【T12】,23279,717,410,$132.00
80,男子緊身訓練加絨長袖 PRO/籃球/運動/健身/高彈力/透氣/跑步/排汗/速乾衣/訓練衣/T卹/圓領/休閒/保暖 A09,9591,1630,410,$450.00
81,【限時三天.買一送一】☆立領版最新款☆送領帶修身版長袖襯衫男西裝襯衫純色喜宴正式上班免燙防皺素面女【26-556】,18542,194,406,$390.00
82,【獨家爆賣!下殺2折!】帽T 衛衣 素T 素色大學T 內刷毛長T連帽T長袖T恤男女連帽外套K25-076,7245,166,405,$380.00
83,【T3】秋冬男士菱格紋毛衣 麻花 混色 圓領 長袖 上衣 針織衫 T恤 情侶裝 男士 韓版 修身 潮流 毛衣【M37】,8749,1029,401,$379.00
84,【§ 衫衫飾飾 §】10053【3色M-7XL號】男式襯衣新款大碼男士印花長袖襯衫8S,4083,2796,399,$690.00
85,台灣布料精梳棉CVC長袖白襯衫條紋襯衫灰色襯衫上班襯衫健身肌肉非韓版素面防皺修身腰身型男吸溼排汗大尺碼量大可議制服團購網,4683,357,394,$440.00
86,543百貨【2CJ046】絨質包腳無包腳男女長袖連身衣取代紗布衣兔裝,3522,1102,390,$170.00
87,Ω衣枝獨袖Ω【111】新款新款男士立領拉鍊長袖襯衫,8607,3278,386,$490.00
88,[免運費] 韓版修身純色襯衫 長袖襯衫 西裝襯衫 男 女 媲美 stage uniqlo lativ g2000 a&f,11295,9667,385,$490.00
89,★現貨.附發票★Gildan 經典帽T 88500 男女尺寸 鋪棉 內刷毛 保暖衣服 素帽T 帽T 刷毛帽T 長袖,3512,27,383,$299 - $369
90,【珍珍的家】台灣製 一王美1905保暖發熱遠紅外線 內裡刷毛 長袖內衣 男圓領衛生衣 男保暖衣  男保暖褲 男衛生褲,7539,627,380,$168.00
91,JB小妹專業衣廠【SJ09】 優質秋冬男女~百搭素面長袖POLO衫 22色 多種尺碼/滿額免運,52084,429,368,$210.00
92,[免運費] 韓版百搭格子襯衫 長袖襯衫 男 女 媲美 stage uniqlo g2000 levis a&f 極度乾燥,11294,9656,367,$450.00
93,**Haiyan**韓版純色修身男長袖襯衫*十七色  (黑L現貨),10181,905,359,$290.00
94,JB 專業衣廠【SJ09】優質秋冬男女 百搭素面長袖 POLO衫 多種顏色/尺碼/組合/滿額免運,52069,429,358,$210.00
95,⚡台灣現貨馬上出⚡ ⚡長袖襯衫紋裝飾⚡中大尺碼。SIRTW5男裝。純色襯衫,17958,798,354,$199.00
96,【§ 衫衫飾飾 §】10053【30款S-4XL號】長袖3DT恤男士t恤復仇聯盟黑豹速乾衣運動緊身衣8S,4061,2796,349,$329.00
