,item,rate,num_product,num_sold,price
112,☆衣林魔力屋☆(T117)4XL號下標區．夏日男女素面短袖POLO衫 情侶/組合/團購22色,8568,446,303,$195.00
113,【§ 衫衫飾飾 §】10093【禪L-2XL】中國風漢服道袍和服羽織薄外套開衫五分短袖日系潮男女防曬衣大碼外套,4092,2802,299,$790.00
114,GF 短袖上衣 MIT台灣製造 俏皮恐龍手繪 短袖t恤 短t 圓領t恤 女生衣著 女生t恤 女裝【K08884】,40123,152,295,$120.00
115,健身高彈力緊身衣服女款運動短袖跑步透氣速乾衣排汗修身t恤,2231,21,294,$350.00
116,(小惠的店)125男女時尚短袖T恤情侶裝多款情侶T情人節禮物夫妻裝情侶短T海灘T情侶套裝墾丁必備裝,7625,164,294,$95.00
117,超彈力涼感《倒數買一送一》polo衫短袖寬鬆落肩素面T恤潮T背心健身運動內衣班服吸汗排汗女男批發印製【26-1384】,18542,194,288,$249.00
118,{型男靚女} G2000款 特價550  regular fit 短袖素色斜紋襯衫 兩件免運費 防皺免燙,483,5,288,$550.00
119,【阿信防皺襯衫】【女短袖】淑女☆OL☆必備款☆制服☆素面白色/粉紅/黑/粉紫色/水藍色☆女襯衫☆有腰身設計 正式女襯衫,2126,230,279,$320.00
120,☆衣林魔力屋☆(T117)5XL號下標區．人氣男女潮流素面短袖POLO衫  22色/滿額免運,8607,445,267,$200.00
121,快速出貨《買一送一》polo衫短袖寬鬆落肩素面T恤潮T背心健身運動內衣班服吸汗排汗女男批發印製訂製【26-243】,18520,194,260,$179.00
122,AGLAIAξ批發零售2016新款韓版女士時尚休閒開衫 運動套裝 短袖七分褲 棒球服 瘦運動休閒套裝女百搭顯瘦多款多色,2967,33,254,"$9,999.00"
123,≡排汗專家≡【03311376】特價-激膚無感衣三件組 男女短袖T恤(輕量排汗涼感衣,35217,2413,232,$750.00
124,GF 短袖上衣 台灣製造 休閒棉質百搭素面圓領上衣 短袖t恤 長t 圓領t恤 女生衣著 女生t恤【K08831】,40123,152,230,$199.00
125,【§ 衫衫飾飾 §】10053【大胸蝴蝶美女S-6XL號】8款美女系列日系精緻印花男裝短袖冰絲滑料個性T恤,4092,2798,229,$599.00
126,【ZITA嚴選】WF3002 EXO鹿晗吳亦凡世勳藝興同款打歌服應援隊男女款短袖T恤官方應援 衣服 班服 演唱會 現+預,338,275,214,$190.00
127,【§ 衫衫飾飾 §】10053【露背紋身美女S-6XL號】8款美女系列日系精緻印花男裝短袖冰絲滑料個性T恤,4100,2805,208,$599.00
128,愛迪達短T Adidas 三葉草 短袖 衣服 男女款 潮牌 adidas 短T T恤 愛迪達短TSIZE:S-XXL,935,393,205,$299.00
129,^^阿栗的精選世界^^夏季綜合精選短袖親子裝/團體服/表演服/母女裝/全家裝/家庭裝-CW,1413,493,203,$170.00
130,涼感三件組男女短袖超輕量排汗衫【03311376】≡排汗專家≡,35220,2413,201,$750.00
131,JB 專業衣廠【SJ03】男女百搭素面短袖POLO衫 22色 滿額免運,52052,429,201,$180.00
132,☆衣林魔力屋☆(T117)春夏玩色．男女基本百搭素面短袖POLO衫/情侶裝/團體/經典22色/滿額免運,8560,448,201,$180.00
133,【原價790限時下殺250！】素色短袖T恤 高磅素T 內搭T恤歐美長版T恤圓弧下擺素T加長重磅男女黑白上衣K26-154,7241,166,201,$250.00
134,涼感三件組超強吸濕排汗男女短袖T恤【03311376】≡排汗專家≡,35045,2415,196,$750.00
